tweet_id,author_id,in_response_to_tweet_id,created_at,text,response_tweet_id
5150,AmazonHelp,5152,Sun Nov 26 00:21:00 +0000 2017,@116920 お褒めいただき('ω' )三('ω')三( 'ω')光栄ですっ！！ プライムの特典は様々ご準備しておりますので、ぜひご活用くださいませ~♪https://t.co/JVlaJGORZx TY,5150
5153,AmazonHelp,5151,Wed Nov 29 10:35:55 +0000 2017,@116920 ご愛顧いただき誠にありがとうございます！ 今後とも末永くどうぞよろしくお願いいたします♪┗(＾ω＾)┛ SM,5153
5154,AmazonHelp,5156,Sun Nov 26 00:20:30 +0000 2017,"@116921 Appreciate your kind words, Dhiraj. Enjoy your weekend. :) ^MK",5154
5157,AmazonHelp,5155,Sun Nov 26 00:31:30 +0000 2017,@116921 You're welcome Dhiraj. :),5157
5280,AmazonHelp,5282,Sun Nov 26 00:20:00 +0000 2017,"@116922 Oh no! I'm sorry to hear your order hasn't arrived! Have you had a chance to contact us about this issue? If so, what options were we able to provide? We want to make sure this issue has been resolved for you! ^BN",5280
5283,AmazonHelp,5285,Sun Nov 26 00:19:30 +0000 2017,"@116923 We'd like to help in any way we can, Juan! I've enabled direct messaging. Without providing personal or account information, please tell us a little more about what's going on. ^FD https://t.co/1XyLaGkcaN",5283
5286,AmazonHelp,5284,Sun Nov 26 00:46:00 +0000 2017,@116923 Thanks for the information. We've responded to your DM. ^GG,5286
5287,AmazonHelp,5288,Sun Nov 26 00:19:00 +0000 2017,@116924 ご心配をおかけしております。 配送業者にすでにご確認中とのことですので、一旦配送業者からの回答をお待ちくださいませ。 なお、配送業者からの回答をお待ちいただいても商品がお手元に届かない場合は、下記URLよりカスタマーサービスにご連絡ください。https://t.co/bwBU0NvYIn TY,5287
5289,AmazonHelp,5291,Sun Nov 26 00:18:28 +0000 2017,@116925 Kindly reach out our support team here: https://t.co/TdDksLo6Mf for more details on account closure. ^MK,5289
5292,AmazonHelp,5293,Sun Nov 26 00:18:28 +0000 2017,@116926 Puedes también comunicarte a través del siguiente enlace de contacto para que se revise tu caso: https://t.co/hWMtJrYuBU ^PC,5292
5294,AmazonHelp,5296,Sun Nov 26 00:09:00 +0000 2017,"@116926 ¡Hola! Lamentamos cualquier molestia ocasionada, ¿puedes contarnos lo sucedido? ^LC",5294
5297,AmazonHelp,5298,Sun Nov 26 00:18:28 +0000 2017,@116927 Hola Val Damon. Puedes hacer una prueba gratuita de Prime Video si nunca lo has usado. Accesa este enlace: https://t.co/Ce2tgqK8PV ^JJ,5297
5299,AmazonHelp,5300,Sun Nov 26 00:17:00 +0000 2017,@116929 Awesome! Enjoy! ^BL,5299
5301,AmazonHelp,5302,Sun Nov 26 00:16:31 +0000 2017,@116930 Amazonをご利用いただき、ありがとうございます！ またのご利用お待ちしております(*´︶`*) TY,5301
5303,AmazonHelp,5304,Sun Nov 26 00:16:00 +0000 2017,"@116931 Please try asking Alexa to stop playing your music, and then ask her to play your music again, but without referencing the ""Multi-Room Music group"" you were previously using: https://t.co/gR1MEFl0If ^JR",5303
5306,AmazonHelp,5308,Sun Nov 26 00:15:31 +0000 2017,@116932 Gotcha- Let us know if you haven't heard back from them on Tuesday. ^BL,5306
5309,AmazonHelp,5310,Sat Nov 25 23:58:37 +0000 2017,@116932 Can you tell us when this information was submitted? Account Specialists can take up to 2 business days to investigate an account when the information has been sent. ^EZ,5309
5311,AmazonHelp,5312,Sat Nov 25 23:45:03 +0000 2017,@116932 Did information get sent to our Accounts Specialists to look into when you contacted in? ^DO,5311
5313,AmazonHelp,5315,Sat Nov 25 14:53:26 +0000 2017,"@116932 Thanks for letting us know about this, Jon. We're here to help! We can be reached 24/7 here: https://t.co/hApLpMlfHN. Please do keep us in the loop. ^BL",5313
5316,AmazonHelp,5317,Sun Nov 26 00:15:31 +0000 2017,@116933 Danke :-),5316
5318,AmazonHelp,5319,Sun Nov 26 00:05:51 +0000 2017,@116933 Bei unzustellbaren Sendungen wird gewöhnlich nach Bearbeitung der Retoure eine Erstattung veranlasst. Den Grund können wir von hier aus leider nicht einsehen. Bei Fragen hierzu kannst du dich gerne per E-mail/Telefon an unseren Kundenservice wenden. Schönen Abend ^MH,5318
5320,AmazonHelp,5322,Sun Nov 26 00:13:55 +0000 2017,@116934 Listen ad-free with unlimited skips with Music Unlimited. Stream on!! ^RR,5320
5326,AmazonHelp,5328,Sun Nov 26 00:13:26 +0000 2017,"@116936 Prime shipping refers to transit time after your orders ship, in working days. Some orders require additional processing and handling. The delivery date shown at checkout is the most accurate. ^LR",5326
5329,AmazonHelp,5327,Sun Nov 26 10:01:53 +0000 2017,@116936 Some deliveries may take slightly longer than usual. You can read more information on here: https://t.co/VrNzEOwawt ^KI,5329
5330,AmazonHelp,5331,Sat Nov 25 19:53:00 +0000 2017,"@116936 Hi there, I'm sorry for the delivery troubles! Just to confirm, are you trying to place an order right now, or is this an ongoing issue? Are we missing the promised delivery dates here: https://t.co/aaDyEz1VgE? ^DW",5330
5776,AmazonHelp,5778,Tue Oct 31 23:43:33 +0000 2017,"@117084 Zainda, nos comentarías, ¿ya entraste en contacto con nuestro Servicio de Atención al Cliente? ^HC",5776
5780,AmazonHelp,5782,Tue Oct 31 23:42:00 +0000 2017,"@117085 Olá, H.o! No momento não temos previsão, mas qualquer novidade será anunciada diretamente no nosso site e redes sociais. ^CR",5780
5783,AmazonHelp,5784,Tue Oct 31 23:41:32 +0000 2017,@117087 恐れ入ります🙇 既にハロウィンが過ぎてしまったところ大変恐縮ではございますが、万が一返品や交換をご希望される場合は、お伝えしたURLをご参照いただければと存じます。また、お手続きに関してご不明点がございましたら、ご遠慮なくお知らせください。 YM,5783
5785,AmazonHelp,5786,Tue Oct 31 10:00:00 +0000 2017,@117087 ご迷惑をおかけしております。お届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。お手数ですが、リンクをご参照の上お手続きください。https://t.co/TYbxdUDknb TN,5785
5788,AmazonHelp,5789,Tue Oct 31 23:41:00 +0000 2017,@117088 Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. 2/2 ^HD,5788
5790,AmazonHelp,5789,Tue Oct 31 23:40:30 +0000 2017,@117088 Apologies for this unpleasant experience. I'd like to take a closer look. 1/2 ^HD,5790
5791,AmazonHelp,5793,Tue Oct 31 23:38:00 +0000 2017,@117089 (2/2) ... please reach out to us for real-time troubleshooting here: https://t.co/hApLpMlfHN ^WT,5791
5795,AmazonHelp,5796,Tue Oct 31 23:31:27 +0000 2017,"@117089 I'm sorry, I see we do have both episodes available. Can you let us know which device you are streaming this on? ^EB",5795
5794,AmazonHelp,5793,Tue Oct 31 23:36:32 +0000 2017,@117089 I'd recommend restarting your Fire Stick by unplugging it from the TV and wall outlet. If that doesn't work... (1/2),5794
5800,AmazonHelp,5801,Tue Oct 31 23:33:00 +0000 2017,"@117091 We know not having service is ruff, but dogs make everything better! 🐶 ^HM",5800
5802,AmazonHelp,5803,Tue Oct 31 23:32:30 +0000 2017,"@117092 Thank YOU, Alisondra, for being one of our amazing customers! ^BE",5802
5804,AmazonHelp,5805,Tue Oct 31 23:30:27 +0000 2017,@117094 I'm sorry for the wait! Please let us know if it does not arrive by 8PM. We want to make sure you receive the order. ^DD,5804
6956,AmazonHelp,6958,Sun Nov 19 04:11:34 +0000 2017,"@117198 When you have a moment, please phone us here: https://t.co/hApLpMlfHN ^RR",6956
6959,AmazonHelp,6957,Sun Nov 19 18:04:41 +0000 2017,"@117198 If you follow the link ^RR provided, we'd love to give you a call. ^MH",6959
6962,AmazonHelp,6960,Sun Nov 19 18:52:00 +0000 2017,@117198 Hi there! We are not able to see customer's account information here on Twitter. Please reach out to us by calling 866-216-1072 and keep us updated on the outcome! ^SP,6962
6964,AmazonHelp,6963,Sun Nov 19 20:29:36 +0000 2017,@117198 You're welcome. Reach out again if you have questions in the future. We're here to help. ^JF,6964
6965,AmazonHelp,6966,Sun Nov 19 03:49:00 +0000 2017,@117198 I am so sorry this has happened. Can you please clarify the carrier for us? We want to assist! You can see that info here: https://t.co/WvaNTeDWQh ^BA,6965
6997,AmazonHelp,6998,Wed Nov 22 11:13:00 +0000 2017,@117209 ご迷惑をおかけしております。もしお届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。その場合には、お手数ですが、リンクをご参照の上お手続きください。https://t.co/TYbxdUlIYB TN,6997
7012,AmazonHelp,7013,Wed Nov 22 11:01:00 +0000 2017,@117214 失礼いたします。ご存知かと存じますが、当サイトからそのようなメールをお送りすることはございません。Amazonの名をかたるフィッシング行為が増えているようですので、どうぞお気を付けください。https://t.co/k4jy2iBODo SM,7012
8510,AmazonHelp,8511,Tue Oct 31 23:56:29 +0000 2017,"@117493 I'm sorry your package wasn't picked up! When you have a moment, reach out to us here: https://t.co/EKXRLsnxJu ^AC",8510
8512,AmazonHelp,8513,Tue Oct 31 23:56:00 +0000 2017,"@117494 We're unable to view your account, but we'd like to help in real-time, via phone or chat here: https://t.co/JzP7hlA23B ^NN",8512
8514,AmazonHelp,8516,Tue Oct 31 23:55:28 +0000 2017,"@117495 Hola Mary. Para más detalles sobre como cancelar tu membresía de Amazon Prime, ingresa a: https://t.co/RPYF5xdYCl ^HC",8514
8517,AmazonHelp,8515,Wed Nov 01 18:39:25 +0000 2017,"@117495 Mary, si no te has beneficiado de las ventajas de Prime, recibirás el reembolso. Recibirás un e-mail con más detalles. ^LG",8517
8518,AmazonHelp,8519,Tue Oct 31 23:54:29 +0000 2017,@117495 Hola MaryGuerra. Para cancelar Amazon Prime por favor accesa este link para instrucciones: https://t.co/NV2oj1oX8M ^JJ,8518
8520,AmazonHelp,8521,Tue Oct 31 23:52:28 +0000 2017,"@117496 Sin dudas, el mejor lugar para comer pollo frito. 🍗 ¡Nos alegra saber que recibiste tu pedido, Carl! :D ^CR",8520
8523,AmazonHelp,8524,Tue Oct 31 23:49:32 +0000 2017,"@117497 Hmm, that's strange! Try going to Settings and reviewing your history. From here, you can see what prompted your Echo. ^FD",8523
8525,AmazonHelp,8527,Tue Oct 31 23:47:06 +0000 2017,"@117498 I'm sorry for the wait, Jamie! What's the current status of your order here: https://t.co/aaDyEz1VgE? ^SH",8525
8528,AmazonHelp,8526,Wed Nov 01 00:02:51 +0000 2017,"@117498 I understand your concern. At your earliest convenience, we'd like to look into this with you: https://t.co/oGDklGgbCZ ^GM",8528
8530,AmazonHelp,8529,Wed Nov 01 00:48:00 +0000 2017,"@117498 I can understand your reluctance, but we can provide you with additional options depending on who the seller is. ^SY",8530
8533,AmazonHelp,8531,Wed Nov 01 09:11:57 +0000 2017,"@117498 Hi, is the book listed as sold or fulfilled by Amazon? If so, please get in touch with us via the link ^GM provided. ^TS",8533
8534,AmazonHelp,8532,Wed Nov 01 09:14:00 +0000 2017,@117498 It would be best to contact us directly here: https://t.co/JzP7hlA23B and we can look into this further then. ^PK,8534
8536,AmazonHelp,8537,Tue Oct 31 23:47:00 +0000 2017,"@117499 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT",8536
8538,AmazonHelp,8537,Tue Oct 31 23:47:00 +0000 2017,@117499 I'm sorry for the wait! Two-Day Shipping refers to transit speed in business days once an order's shipped. (1/2),8538
8539,AmazonHelp,8540,Tue Oct 31 23:45:00 +0000 2017,@117088 Request you to please fill in the details in the link provided earlier and we'll look into this. ^MK,8539
8580,AmazonHelp,8581,Wed Nov 22 11:46:00 +0000 2017,"@117511 Hi there, items are not billed to you until they have shipped. If you have been charged for the order already, the refund will reflect on your account within 5-7 business days. You can read more about it here: https://t.co/dexHjftwpD -RD",8580
9118,AmazonHelp,9120,Wed Nov 01 00:14:00 +0000 2017,"@117631 Without posting account information, could you provide us with a few details about the issue? We'd like to help! ^WM",9118
9121,AmazonHelp,9119,Wed Nov 01 00:28:30 +0000 2017,"@117631 Thanks for the update! I'm sorry about the order issues and your inconvenience, but glad that everything has been resolved. ^SE",9121
9122,AmazonHelp,9125,Wed Nov 01 00:13:31 +0000 2017,@117632 Sorry! Try this one instead: https://t.co/JzP7hlA23B ^TR,9122
9126,AmazonHelp,9123,Wed Nov 01 07:41:27 +0000 2017,@117632 Hi Emma. I understand. You can use this link (which doesn't require a log in) to get in touch: https://t.co/zYVX1Qi29G ^DC,9126
9128,AmazonHelp,9129,Wed Nov 01 00:10:28 +0000 2017,"@117632 We're here to help! Please, reach us phone or e-mail so we can investigate: https://t.co/jzvkhdlrK5 ^EB",9128
9130,AmazonHelp,9132,Wed Nov 01 00:11:24 +0000 2017,@117633 Oh no! We'd like to review these charges and available options with you. Please reach us here: https://t.co/hApLpMlfHN. ^EZ,9130
9133,AmazonHelp,9135,Wed Nov 01 00:06:28 +0000 2017,@117635 I'm sorry your order hasn't arrived! Please reach us here: https://t.co/hApLpMlfHN if it doesn't arrive tomorrow. ^EZ,9133
9136,AmazonHelp,9137,Wed Nov 01 00:06:28 +0000 2017,@117636 I'm sorry your shipment hasn't arrived; what is the latest status on the order: https://t.co/Y5jpI9gRhE? ^LR,9136
9140,AmazonHelp,9141,Wed Nov 01 00:06:28 +0000 2017,@117637 I'm sorry you haven't received your order. Reach out to us here so we can look into this with you: https://t.co/Ebe0Tk70Vv ^JP,9140
9143,AmazonHelp,9144,Tue Oct 31 23:59:36 +0000 2017,@117638 You're welcome. Do keep us posted for any further assistance. ^MK,9143
9145,AmazonHelp,9146,Tue Oct 31 04:56:32 +0000 2017,@117638 Thank you for providing the details. We are working on it and we'll get back to you soon. ^SY,9145
9764,AmazonHelp,9767,Wed Nov 01 00:27:55 +0000 2017,@117789 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,9764
9768,AmazonHelp,9765,Wed Nov 01 00:37:32 +0000 2017,"@117789 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK",9768
9769,AmazonHelp,9766,Wed Nov 01 00:33:00 +0000 2017,"@117789 Sorry for this ordeal, Benish. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^HD",9769
9771,AmazonHelp,9770,Wed Nov 01 00:52:00 +0000 2017,@117789 Please share your details from the link provided for us to look into your concern and assist you further. (2/2) ^SV,9771
9772,AmazonHelp,9770,Wed Nov 01 00:51:28 +0000 2017,"@117789 I get your concern, Benish. As this is a public platform, we wouldn't be able to check your order/account related info. (1/2)^SV",9772
9774,AmazonHelp,9773,Wed Nov 01 02:50:01 +0000 2017,@117789 We haven't received your details. Kindly share your details here: https://t.co/JzRdscmdH9 and I'll get in touch soon. ^AK,9774
9776,AmazonHelp,9775,Wed Nov 01 06:22:03 +0000 2017,"@117789 Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. (2/2) ^GK",9776
9777,AmazonHelp,9775,Wed Nov 01 06:22:00 +0000 2017,@117789 We've received your details and we'll reach out to you soon. (1/2) ^GK,9777
9778,AmazonHelp,9767,Wed Nov 01 00:27:26 +0000 2017,"@117789 Apologies for the delay in delivery of your order, Benish. We'd like to take a closer look. 1/2 ^HD",9778
9779,AmazonHelp,9781,Wed Nov 01 00:25:32 +0000 2017,"@117790 I'm sorry about the damage, Raymond! Have you explored options for refund/replacement here: https://t.co/Y5jpI9gRhE? ^SH",9779
9782,AmazonHelp,9780,Wed Nov 01 00:43:03 +0000 2017,@117790 I understand! Returns can be made as long as they fall under this policy: https://t.co/i3QyGkjfQI. Hope this helps! ^BL,9782
9783,AmazonHelp,9784,Wed Nov 01 00:25:05 +0000 2017,"@117791 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK",9783
9785,AmazonHelp,9784,Wed Nov 01 00:24:26 +0000 2017,@117791 We've emailed you in response to the details you shared earlier. Please reply on the same for further assistance. 1/2 ^MK,9785
9787,AmazonHelp,9788,Wed Nov 01 00:22:56 +0000 2017,@117792 We are always looking for ways to improve! You can provide your feedback to our developers here: https://t.co/XD4MGgu8XV ^EA,9787
9789,AmazonHelp,9791,Wed Nov 01 00:22:25 +0000 2017,@117793 I'm sorry you didn't receive the correct items! I recommend trying the steps here for wrong items: https://t.co/3B6iUhjS3U ^SJ,9789
9792,AmazonHelp,9790,Wed Nov 01 00:29:34 +0000 2017,@117793 Please keep us posted if a replacement was provided. We want to ensure you receive the correct phone case. ^EZ,9792
9793,AmazonHelp,9794,Wed Nov 01 00:21:35 +0000 2017,@117794 I'm sorry for the bad experience! What options did we offer on the phone? ^TN,9793
9795,AmazonHelp,9796,Wed Nov 01 00:21:00 +0000 2017,"@117796 I'm sorry for any trouble, Chris! We're here to help. Are you having trouble with a specific order? ^BL",9795
9797,AmazonHelp,9798,Wed Nov 01 00:20:29 +0000 2017,"@117797 I get your concern, BIgral. I'll share your comments with internal teams for review. Do keep us posted. ^SV",9797
9800,AmazonHelp,9802,Wed Nov 01 00:20:28 +0000 2017,@117791 I just checked and can see that we have sent you an email correspondence. Request you to please check your spam folder. ^MK,9800
9803,AmazonHelp,9801,Wed Nov 01 00:29:33 +0000 2017,"@117791 If you haven't received any email, please share your details here: https://t.co/GIJyeYqKE0 and we'll get back to you. ^HD",9803
9805,AmazonHelp,9804,Wed Nov 01 00:39:52 +0000 2017,"@117791 If you've shared your details in the link, we'll check and get back to you with an update soon. ^MK",9805
9806,AmazonHelp,9807,Fri Oct 27 05:32:31 +0000 2017,@117791 Sorry for the trouble with the order. We've emailed you here: https://t.co/DhLEO2IzjY Kindly check and respond. Please 1/2,9806
9809,AmazonHelp,9810,Wed Nov 01 00:20:00 +0000 2017,@117798 We would like to investigate further with you. Please reach out to us at your convenience: https://t.co/hApLpMlfHN ^JP,9809
9813,AmazonHelp,9814,Wed Nov 01 00:19:42 +0000 2017,@117799 こんにちは。30日後のプライム本会員への自動移行をご希望されない場合は、こちらから自動更新をオフにしていただけます&gt; https://t.co/wdPTbEULCH プライム特典の一覧はこちらです&gt; https://t.co/AbfeovjCgG YM,9813
9815,AmazonHelp,9817,Wed Nov 01 00:17:00 +0000 2017,@117800 I'm sorry it hasn't arrived! We strive to meet the delivery date in your confirmation e-mail. Have we missed that date? ^MO,9815
9818,AmazonHelp,9819,Wed Nov 01 00:16:33 +0000 2017,"@117801 (2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: https://t.co/hApLpMlfHN! ^WT",9818
9820,AmazonHelp,9819,Wed Nov 01 00:16:33 +0000 2017,@117801 I'm sorry for the wait! One-Day shipping refers to transit time in business days once an order's shipped! (1/2),9820
9822,AmazonHelp,9823,Wed Nov 01 00:16:03 +0000 2017,@117802 We are happy that our new selections bring you some comfort. Stay strong Cassandra ^CH,9822
9824,AmazonHelp,9825,Wed Nov 01 00:14:34 +0000 2017,"@117803 Olá, Tiago. Atualmente essa opção não está disponível. Qualquer novidade será anunciada no nosso site e redes sociais. ^CR",9824
9864,AmazonHelp,9865,Wed Nov 22 12:27:00 +0000 2017,@117816 ご不快の念をお掛けし申し訳ございません。Amazonでは今後のサービス改善のため、梱包についてのご意見を承っておりますので、もしよろしければ、リンクのヘルプページご参照の上、ご意見をお送りください。https://t.co/r80cIFs9f6 TN,9864
9871,AmazonHelp,9872,Wed Nov 22 12:17:00 +0000 2017,@117819 ご不快の念をお掛けしております。Amazonでは今後のサービス改善のため、梱包についてのご意見を承っております。よろしければ、リンクのヘルプページをご参照の上、ご意見をお送りください。https://t.co/r80cIFs9f6 TN,9871
9954,AmazonHelp,9955,Wed Nov 22 11:58:32 +0000 2017,@117845 Sorry to hear you're having issues with your Fire tablet. Seems to be a bit of an issue with the link above. Please provide info here: https://t.co/R55eEQwSEs so we can look into this for you. ^ES,9954
9956,AmazonHelp,9957,Wed Nov 22 01:15:00 +0000 2017,@117845 I'm sorry for this poor experience. We'd like to look into this. Please pass your details to us here: https://t.co/vQp02VsuI4 ^RR,9956
9958,AmazonHelp,9959,Wed Nov 22 01:07:00 +0000 2017,@117845 I'm so sorry we've let you down; that's never our intent! We'd like to take a closer look into this and explore options with you. Please reach us by phone or chat when you have a moment for direct assistance: https://t.co/hApLpMlfHN ^LL,9958
10320,AmazonHelp,10321,Thu Nov 30 20:43:13 +0000 2017,@117870 I'm sorry for any concern this causes! We'd like a chance to look into this with you by phone or chat here: https://t.co/JzP7hlA23B ^WT,10320
10623,AmazonHelp,10624,Wed Nov 01 00:44:04 +0000 2017,@117944 I'm sorry about that! I would recommend logging out and clearing cache and cookies. Let us know if that works! ^LM,10623
10625,AmazonHelp,10626,Wed Nov 01 00:44:01 +0000 2017,@117945 I'm glad you're enjoying the Oasis! You're welcome to send us feedback with this e-mail: __email__. ^SJ,10625
10627,AmazonHelp,10629,Wed Nov 01 00:43:36 +0000 2017,@117946 I'm sorry! Blue Shade isn't a supported feature on child profiles. ^WT,10627
10630,AmazonHelp,10631,Wed Nov 01 00:43:36 +0000 2017,@117947 Garcias Jäcob Pintle :). Nos alegra mucho saber que hacemos bien nuestro trabajo. Tratamos de mejorar cada día más. 😃🤝 ^JJ,10630
10632,AmazonHelp,10634,Wed Nov 01 00:42:00 +0000 2017,@117948 I'm sorry we let you down! Do you have a current order that has passed the delivery date? ^DD,10632
10635,AmazonHelp,10633,Wed Nov 01 01:01:14 +0000 2017,"@117948 What does the current tracking indicate? Also, who does the tracking indicate as carrier?: https://t.co/PyACxvY8Qo ^VB",10635
10638,AmazonHelp,10636,Wed Nov 01 01:13:00 +0000 2017,@117948 Hi Mark! Deliveries will run up until 21:00. Let us know what happens. Chuck H,10638
10641,AmazonHelp,10640,Wed Nov 01 03:50:26 +0000 2017,@117948 I'm sorry it hasn't arrived! Please get in touch with us here: https://t.co/hApLpMlfHN for available options. ^EZ,10641
10642,AmazonHelp,10637,Wed Nov 01 01:11:00 +0000 2017,@117948 Please get in touch with us here: https://t.co/Q7Ftz6nj80 and we'd be happy to review available options with you. ^EZ,10642
10644,AmazonHelp,10645,Wed Nov 01 00:40:31 +0000 2017,@117949 We'd like to help! Have you noticed any unauthorized activity on your account? ^VB,10644
10646,AmazonHelp,10647,Wed Nov 01 00:39:00 +0000 2017,"@117950 I'm so sorry for the wait. If you have a moment, please contact us by chat or phone: https://t.co/JzP7hlA23B. ^LH",10646
10649,AmazonHelp,10650,Wed Nov 01 00:36:31 +0000 2017,@117951 (1/2)意図しないご登録となり申し訳ありません。プライム無料体験をご利用ではなかったでしょうか。ご登録後に自動更新をオフに設定されていない場合、体験期間終了後に有料会員へと移行となります。 YM,10649
10652,AmazonHelp,10653,Wed Nov 01 00:34:50 +0000 2017,@117952 I'm sorry your order hasn't arrived! We'd like to see how we can help so please reach us here: https://t.co/hApLpMlfHN ^DD,10652
10654,AmazonHelp,10656,Wed Nov 01 00:34:00 +0000 2017,@117953 Oi Juliana. Qual é a data de entrega do seu pedido? 🤔 ^JJ,10654
10657,AmazonHelp,10658,Wed Nov 01 00:34:00 +0000 2017,@117954 I'm sorry to hear about the trouble. We'd like to take a closer look into this for you here: https://t.co/hApLpMlfHN ^LI,10657
10659,AmazonHelp,10660,Wed Nov 01 00:31:34 +0000 2017,"@117955 Oh no, Blair! Can you confirm the delivery date that was provided in your order confirmation email? ^LA",10659
10661,AmazonHelp,10662,Wed Nov 01 00:30:44 +0000 2017,@117956 I'm sorry you haven't received your item! Can you tell us who the carrier is? Found here: https://t.co/q4LAMZ3tbE ^AC,10661
10663,AmazonHelp,10664,Wed Nov 01 00:30:15 +0000 2017,@117957 We always strive to get your order to you at the stated expected delivery time that is stated at the time of checkout ^CH,10663
11013,AmazonHelp,11015,Wed Nov 01 00:56:37 +0000 2017,"@118078 Yes, Release-Date Delivery is definitely a thing and the Amazon Prime two day shipping does mean two days after processed. ^CN",11013
11016,AmazonHelp,11017,Wed Nov 01 00:48:00 +0000 2017,@118078 I'm sorry for the frustration! Did you select Release-Date Delivery at checkout? ^AC,11016
11018,AmazonHelp,11024,Wed Nov 01 00:56:34 +0000 2017,@118079 I'm sorry! We'd love to help where we can. Please give us more details without sharing personal account information. ^LM,11018
11025,AmazonHelp,11021,Wed Nov 01 02:12:32 +0000 2017,@118079 We'd still like to help. What does the tracking show in Your Orders: https://t.co/PCtircFm5C? Who is the carrier here? ^SJ,11025
11028,AmazonHelp,11027,Wed Nov 01 02:54:36 +0000 2017,"@118079 When you were on the phone with us, did we mention a date as to when we could provide more options? ^TN",11028
11031,AmazonHelp,11030,Wed Nov 01 03:25:00 +0000 2017,"@118079 Hey, Mike! Were the other late items also shipped via USPS? You can check here: https://t.co/Y5jpI9gRhE ^LA",11031
11033,AmazonHelp,11032,Wed Nov 01 04:38:29 +0000 2017,@118079 I hope you are willing to give us a chance in the future to make things right. ^TN (2/2),11033
11034,AmazonHelp,11032,Wed Nov 01 04:38:29 +0000 2017,"@118079 I'm sorry we let you down on this order. If the order arrives too late, you can return them for a full refund. ^TN (1/2)",11034
11035,AmazonHelp,11036,Wed Nov 01 00:55:34 +0000 2017,@118080 Yikes! We'd like to take a closer look into this. Please reach out with more information here: https://t.co/6Z7czEwEfV ^DG,11035
11037,AmazonHelp,11039,Wed Nov 01 00:55:00 +0000 2017,@118081 I'm sorry you haven't received an update on your shipping details! You can check your order here: https://t.co/Y5jpI9gRhE ^MO,11037
11040,AmazonHelp,11038,Wed Nov 01 12:38:31 +0000 2017,@118081 Please keep an eye on your e-mails and check your junk/spam folder. We'll let you know once we've confirmed a date. ^NM,11040
11043,AmazonHelp,11044,Wed Nov 01 00:53:30 +0000 2017,"@118083 Thanks for reaching out, Gemma! We have responded to your direct message. Please respond to us there! ^HM",11043
11045,AmazonHelp,11046,Wed Nov 01 00:52:35 +0000 2017,@117955 I am so sorry about that! Who was the carrier? You can find that info here: https://t.co/Y5jpI9gRhE? ^BA,11045
11047,AmazonHelp,11049,Wed Nov 01 00:52:35 +0000 2017,@118084 Please give us a call here: https://t.co/Q7Ftz6nj80 so we can take a look into this with you! ^TR,11047
11050,AmazonHelp,11048,Wed Nov 01 01:24:34 +0000 2017,@118084 Thanks for the information. Please let us know if your order doesn't arrive by Friday. ^EZ,11050
11052,AmazonHelp,11053,Wed Nov 01 00:44:47 +0000 2017,@118084 I'm sorry that your package has not shipped! Did we miss the promised Delivery date found here: https://t.co/Y5jpI9gRhE ^LM,11052
11054,AmazonHelp,11056,Wed Nov 01 00:52:35 +0000 2017,@118085 デビット機能付きのカードをご利用のため、カードが再度承認された際に代金が引き落とされた可能性が考えられます。二重引き落としが発生した場合は、後日クレジットカード会社から取り消しが行われます。 YM,11054
11057,AmazonHelp,11055,Wed Nov 01 02:00:00 +0000 2017,@118085 重複してのご請求は行いませんので、ご安心くださいませ。 なお、万が一、重複している場合や取り消しがされない場合には、確認させていただきますので、カスタマーサービスにご連絡ください。https://t.co/bwBU0NvYIn TY,11057
11058,AmazonHelp,11060,Wed Nov 01 00:50:35 +0000 2017,@118086 I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: https://t.co/CTNCjpcgOm? ^SJ,11058
11061,AmazonHelp,11059,Wed Nov 01 01:00:00 +0000 2017,@118086 Please get in touch with us here: https://t.co/hApLpMlfHN and we'd be happy to review available shipping refund options. ^EZ,11061
11062,AmazonHelp,11066,Wed Nov 01 00:49:00 +0000 2017,@118087 Please try to remove and reinsert the SD card following the steps here: https://t.co/ZtaYsyA9rO. Let us know how this helps! ^MB,11062
11067,AmazonHelp,11063,Wed Nov 01 01:31:07 +0000 2017,@118087 Check the SD Card slot and make sure there is no particulate matter which may be effecting how the card is being detected. ^CH,11067
11068,AmazonHelp,11064,Wed Nov 01 01:21:08 +0000 2017,@118087 We'd like to try to solve this problem for you! Please contact us here so we can take a closer look: https://t.co/hApLpMlfHN ^CN,11068
